CONTRATO,PRODUCTO,ID_SERVICIO,SBSERVICIO,ESTADO_DE_CUENTA,CUENTA_DE_COBRO,SBSIGNO,ID_CONCEPTO,SBCONCEPTO,FINANCIABLE,MES,AÑO,PERIODO_FACTURACION,VALOR,IVA,UNIDADES,CONSECUTIVO_DOC,DOCUMENTO_SOPORTE,PROGRAMA,USUARIO,TERMINAL,FECHA_DEL_CARGO,CAUSA,FECHA_CONTABLE
65110,56414,6140,Energ�a Domiciliario,115201,261934,DB,1039,VALOR CONSUMO ENERGIA,S,4,2006,579,66686,0,321,402157874,4E+13,MIGRACION,MIGRACION,MIGRACION,04/04/2006,-1,04/04/2006
65110,56414,6140,Energ�a Domiciliario,12503527,13975440,DB,1039,VALOR CONSUMO ENERGIA,S,5,2006,580,82000,0,400,410088993,CO-200605 TC-0003,FGCA,ADMISECS,emcalipdn,15/06/2006 03:37:46 a.m.,-1,30/04/2006
65110,56414,6140,Energ�a Domiciliario,14024221,17254552,DB,1039,VALOR CONSUMO ENERGIA,S,6,2006,60604,67243.26,0,322,413714837,CO-200606 TC-0003,FGCA,ADMISECS,emcalipdn,16/07/2006 10:11:24 p.m.,-1,17/07/2006
65110,56414,6140,Energ�a Domiciliario,15517869,22161017,DB,1039,VALOR CONSUMO ENERGIA,S,7,2006,60704,62930.07,0,301,416895138,CO-200607-TC-0003,FGCA,JUANHERO,emcalipdn,17/08/2006 02:10:00 a.m.,-1,22/08/2006
65110,56414,6140,Energ�a Domiciliario,16423707,25154739,DB,1039,VALOR CONSUMO ENERGIA,S,8,2006,60804,41024.08,0,193,420496276,CO-200608-TC-0003,FGCA,JUANHERO,emcalipdn,15/09/2006 03:55:16 a.m.,-1,16/09/2006
65110,56414,6140,Energ�a Domiciliario,17507772,29035920,DB,1039,VALOR CONSUMO ENERGIA,S,9,2006,60904,23381.6,0,110,422787135,CO-200609-TC-0003,FGCA,JUANHERO,emcalipdn,05/10/2006 05:49:19 a.m.,-1,09/10/2006
65110,56414,6140,Energ�a Domiciliario,18568498,32871807,DB,1039,VALOR CONSUMO ENERGIA,S,10,2006,61004,21495.48,0,102,425001765,CO-200610-TC-0003,FGCA,JUANHERO,emcalipdn,28/10/2006 12:16:19 a.m.,-1,03/11/2006
65110,56414,6140,Energ�a Domiciliario,20697728,37943248,DB,1039,VALOR CONSUMO ENERGIA,S,11,2006,61104,18090.1,0,86,427491982,CO-200611-TC-0003,FGCA,JUANHERO,emcalipdn,29/11/2006 10:00:23 p.m.,-1,01/12/2006
65110,56414,6140,Energ�a Domiciliario,23048628,46738549,DB,1039,VALOR CONSUMO ENERGIA,S,1,2007,70104,38717.76,0,186,432920683,CO-200701-TC-0003,FGCA,JUANHERO,emcalipdn,13/01/2007 12:27:00 a.m.,-1,14/01/2007
65110,56414,6140,Energ�a Domiciliario,24346508,51459567,DB,1039,VALOR CONSUMO ENERGIA,S,2,2007,70204,38479.68,0,186,435714355,CO-200702-TC-0003,FGCA,JUANHERO,emcalipdn,10/02/2007 10:41:12 p.m.,-1,12/02/2007
65110,56414,6140,Energ�a Domiciliario,25548973,55828331,DB,1039,VALOR CONSUMO ENERGIA,S,3,2007,70304,12205.92,0,59,437955000,CO-200703-TC-0003,FGCA,JUANHERO,emcalipdn,07/03/2007 09:20:12 p.m.,-1,08/03/2007
65110,56414,6140,Energ�a Domiciliario,27707246,61540052,DB,1039,VALOR CONSUMO ENERGIA,S,4,2007,70404,14203.2,0,66,440823851,CO-200704-TC-0003,FGCA,JUANHERO,emcalipdn,10/04/2007 10:03:41 p.m.,-1,11/04/2007
65110,56414,6140,Energ�a Domiciliario,29511514,66701962,DB,1039,VALOR CONSUMO ENERGIA,S,5,2007,70504,11620.8,0,54,444263979,CO-200705-TC-0003,FGCA,JUANHERO,emcalipdn,09/05/2007 08:56:46 p.m.,-1,11/05/2007
65110,56414,6140,Energ�a Domiciliario,30863568,71657863,DB,1039,VALOR CONSUMO ENERGIA,S,6,2007,70604,23509.2,0,110,447045180,CO-200706-TC-0003,FGCA,JUANHERO,emcalipdn,06/06/2007 11:15:28 p.m.,-1,12/06/2007
65110,56414,6140,Energ�a Domiciliario,31985609,75748997,DB,1039,VALOR CONSUMO ENERGIA,S,7,2007,70704,430.66,0,2,450343015,CO-PR-200706-TC-0003,FGCA,JUANHERO,emcalipdn,10/07/2007 11:04:02 p.m.,-1,11/07/2007
65110,56414,6140,Energ�a Domiciliario,31985609,75748997,DB,1039,VALOR CONSUMO ENERGIA,S,7,2007,70704,24116.96,0,112,450343016,CO-200707-TC-0003,FGCA,JUANHERO,emcalipdn,10/07/2007 11:04:02 p.m.,-1,11/07/2007
65110,56414,6140,Energ�a Domiciliario,33452484,80979887,DB,1039,VALOR CONSUMO ENERGIA,S,8,2007,70804,45502.82,0,214,453076799,CO-200708-TC-0003,FGCA,JUANHERO,emcalipdn,02/08/2007 07:05:31 p.m.,-1,03/08/2007
65110,56414,6140,Energ�a Domiciliario,34781399,85771049,DB,1039,VALOR CONSUMO ENERGIA,S,9,2007,70904,44094.82,0,209,455734005,CO-200709-TC-0003,FGCA,JUANHERO,emcalipdn,05/09/2007 12:48:31 a.m.,-1,07/09/2007
65110,56414,6140,Energ�a Domiciliario,36012100,90153533,DB,1039,VALOR CONSUMO ENERGIA,S,10,2007,71004,46883.52,0,223,458794126,CO-200710-TC-0003,FGCA,JUANHERO,emcalipdn,03/10/2007 06:40:42 p.m.,-1,04/10/2007
65110,56414,6140,Energ�a Domiciliario,37695625,96266513,DB,1039,VALOR CONSUMO ENERGIA,S,11,2007,71104,51775.85,0,245,461786714,CO-200711-TC-0003,FGCA,JUANHERO,emcalipdn,07/11/2007 10:33:02 p.m.,-1,13/11/2007
65110,56414,6140,Energ�a Domiciliario,38607539,99634039,DB,1039,VALOR CONSUMO ENERGIA,S,12,2007,71204,57519.75,0,271,467345265,CO-200712-TC-0003,FGCA,JUANHERO,emcalipdn,08/12/2007 07:47:12 p.m.,-1,09/12/2007
65110,56414,6140,Energ�a Domiciliario,40245884,105068621,DB,1039,VALOR CONSUMO ENERGIA,S,1,2008,80104,62189.25,0,293,473740183,CO-200801-TC-0003,FGCA,JUANHERO,emcalipdn,09/01/2008 07:10:26 p.m.,-1,10/01/2008
65110,56414,6140,Energ�a Domiciliario,42134214,112111734,DB,1039,VALOR CONSUMO ENERGIA,S,2,2008,80204,65801.38,0,311,480233737,CO-200802-TC-0003,FGCA,JUANHERO,emcalipdn,05/02/2008 10:52:12 p.m.,-1,11/02/2008
65110,56414,6140,Energ�a Domiciliario,43025608,115412026,DB,1039,VALOR CONSUMO ENERGIA,S,3,2008,80304,60462.77,0,281,485224288,CO-200803-TC-0003,FGCA,JUANHERO,emcalipdn,05/03/2008 01:06:33 a.m.,-1,05/03/2008
65110,56414,6140,Energ�a Domiciliario,44650159,121723801,DB,1039,VALOR CONSUMO ENERGIA,S,4,2008,80404,67484.18,0,283,491091195,CO-200804-TC-0003,FGCA,JUANHERO,emcalipdn,08/04/2008 10:50:31 a.m.,-1,09/04/2008
65110,56414,6140,Energ�a Domiciliario,46110834,127300976,DB,1039,VALOR CONSUMO ENERGIA,S,5,2008,80504,69900.32,0,278,497460740,CO-200805-TC-0003,FGCA,JUANHERO,emcalipdn,09/05/2008 08:54:57 p.m.,-1,13/05/2008
65110,56414,6140,Energ�a Domiciliario,47216203,131438575,DB,1039,VALOR CONSUMO ENERGIA,S,6,2008,80604,73335,0,300,503428949,CO-200806-TC-0003,FGCA,JUANHERO,emcalipdn,07/06/2008 11:29:41 a.m.,-1,09/06/2008
65110,56414,6140,Energ�a Domiciliario,48538018,136536153,DB,1039,VALOR CONSUMO ENERGIA,S,7,2008,80704,77872.64,0,304,509321145,CO-200807-TC-0003,FGCA,JUANHERO,emcalipdn,07/07/2008 08:41:04 p.m.,-1,08/07/2008
65110,56414,6140,Energ�a Domiciliario,49969696,141909315,DB,1039,VALOR CONSUMO ENERGIA,S,8,2008,80804,83061.6,0,318,514914709,CO-200808-TC-0003,FGCA,WALTZAMM,emcalipdn,05/08/2008 08:35:16 p.m.,-1,06/08/2008
65110,56414,6140,Energ�a Domiciliario,51351049,147264959,DB,1039,VALOR CONSUMO ENERGIA,S,9,2008,80904,64188.78,0,246,521066370,CO-200809-TC-0003,FGCA,WALTZAMM,emcalipdn,05/09/2008 06:22:44 p.m.,-1,06/09/2008
65110,56414,6140,Energ�a Domiciliario,52817700,152911431,DB,1039,VALOR CONSUMO ENERGIA,S,10,2008,81004,69942.55,0,257,526946080,CO-200810-TC-0003,FGCA,WALTZAMM,emcalipdn,03/10/2008 10:49:20 p.m.,-1,06/10/2008
65110,56414,6140,Energ�a Domiciliario,54347467,158994261,DB,1039,VALOR CONSUMO ENERGIA,S,11,2008,81104,85054.56,0,316,534431437,CO-200811-TC-0003,FGCA,WALTZAMM,emcalipdn,06/11/2008 07:51:06 p.m.,-1,07/11/2008
65110,56414,6140,Energ�a Domiciliario,55497837,163189072,DB,1039,VALOR CONSUMO ENERGIA,S,12,2008,81204,74503.52,0,272,540990866,CO-200812-TC-0003,FGCA,JUANHERO,emcalipdn,04/12/2008 10:34:41 p.m.,-1,06/12/2008
65110,56414,6140,Energ�a Domiciliario,56905614,168681292,DB,1039,VALOR CONSUMO ENERGIA,S,1,2009,90104,102813.36,0,372,548286324,CO-200901-TC-0003,FGCA,WALTZAMM,emcalipdn,06/01/2009 08:48:38 p.m.,-1,07/01/2009
65110,56414,6140,Energ�a Domiciliario,58448361,174606138,DB,1039,VALOR CONSUMO ENERGIA,S,2,2009,90204,113426.83,0,407,553784344,CO-200902-TC-0003,FGCA,WALTZAMM,emcalipdn,04/02/2009 11:03:39 p.m.,-1,05/02/2009
65110,56414,6140,Energ�a Domiciliario,59958599,180422657,DB,1039,VALOR CONSUMO ENERGIA,S,3,2009,90304,108552.6,0,390,559757094,CO-200903-TC-0003,FGCA,WALTZAMM,emcalipdn,05/03/2009 08:20:24 p.m.,-1,10/03/2009
65110,56414,6140,Energ�a Domiciliario,61484238,186525943,DB,1039,VALOR CONSUMO ENERGIA,S,4,2009,90404,75236.15,0,265,565721209,CO-200904-TC-0003,FGCA,WALTZAMM,emcalipdn,03/04/2009 10:34:11 p.m.,-1,07/04/2009
65110,56414,6140,Energ�a Domiciliario,62705938,191033719,DB,1039,VALOR CONSUMO ENERGIA,S,5,2009,90504,80503.24,0,278,571272903,CO-200905-TC-0003,FGCA,JUANHERO,emcalipdn,06/05/2009 10:50:03 p.m.,-1,09/05/2009
65110,56414,6140,Energ�a Domiciliario,64242739,197095343,DB,1039,VALOR CONSUMO ENERGIA,S,6,2009,90604,72368.1,0,245,579349895,CO-200906-TC-0003,FGCA,JUANHERO,emcalipdn,04/06/2009 07:49:07 a.m.,-1,10/06/2009
65110,56414,6140,Energ�a Domiciliario,65542119,202595531,DB,1039,VALOR CONSUMO ENERGIA,S,7,2009,90704,76224.6,0,265,585998033,CO-200907-TC-0003,FGCA,JUANHERO,emcalipdn,10/07/2009 06:34:45 p.m.,-1,11/07/2009
65110,56414,6140,Energ�a Domiciliario,66860344,208023812,DB,1039,VALOR CONSUMO ENERGIA,S,8,2009,90804,78055.73,0,269,590545243,CO-200908-TC-0003,FGCA,JUANHERO,emcalipdn,04/08/2009 09:07:38 p.m.,-1,05/08/2009
65110,56414,6140,Energ�a Domiciliario,68469172,214583727,DB,1039,VALOR CONSUMO ENERGIA,S,9,2009,90904,90645.15,0,309,596422251,CO-200909-TC-0003,FGCA,OSCALLAM,emcalipdn,01/09/2009 09:34:32 p.m.,-1,04/09/2009
65110,56414,6140,Energ�a Domiciliario,70013761,219656245,DB,1039,VALOR CONSUMO ENERGIA,S,10,2009,91004,86278.5,0,297,602581167,CO-200910-TC-0003,FGCA,OSCALLAM,emcalipdn,05/10/2009 09:13:11 p.m.,-1,08/10/2009
65110,56414,6140,Energ�a Domiciliario,71684134,226269914,DB,1039,VALOR CONSUMO ENERGIA,S,11,2009,91104,84055.65,0,289,608115954,CO-200911-TC-0003,FGCA,OSCALLAM,emcalipdn,30/10/2009 08:16:54 p.m.,-1,09/11/2009
65110,56414,6140,Energ�a Domiciliario,73182302,232115651,DB,1039,VALOR CONSUMO ENERGIA,S,12,2009,91204,83091.96,0,261,613769461,CO-200912-TC-0003,FGCA,OSCALLAM,emcalipdn,02/12/2009 07:29:18 a.m.,-1,05/12/2009
65110,56414,6140,Energ�a Domiciliario,74486779,237285911,DB,1039,VALOR CONSUMO ENERGIA,S,1,2010,100104,89784.8,0,280,625299270,CO-201001-TC-0003,FGCA,JUANHERO,emcalipdn,05/01/2010 02:49:14 p.m.,-1,07/01/2010
65110,56414,6140,Energ�a Domiciliario,76075207,243727072,DB,1039,VALOR CONSUMO ENERGIA,S,2,2010,100204,90805.15,0,281,630951119,CO-201002-TC-0003,FGCA,OSCALLAM,emcalipdn,28/01/2010 09:22:45 p.m.,-1,09/02/2010
65110,56414,6140,Energ�a Domiciliario,77101752,248073266,DB,1039,VALOR CONSUMO ENERGIA,S,3,2010,100304,100062,0,306,638424297,CO-201003-TC-0003,FGCA,OSCALLAM,emcalipdn,02/03/2010 09:06:38 p.m.,-1,08/03/2010
65110,56414,6140,Energ�a Domiciliario,79194158,256301690,DB,1039,VALOR CONSUMO ENERGIA,S,4,2010,100404,92446.08,0,267,643478644,CO-201004-TC-0003,FGCA,OSCALLAM,emcalipdn,30/03/2010 08:00:09 p.m.,-1,12/04/2010
65110,56414,6140,Energ�a Domiciliario,80554957,261592121,DB,1039,VALOR CONSUMO ENERGIA,S,5,2010,100504,104663.58,0,296,653233765,CO-201005-TC-0003,FGCA,JUANHERO,emcalipdn,10/05/2010 05:51:24 p.m.,-1,14/05/2010
65110,56414,6140,Energ�a Domiciliario,81681371,265856309,DB,1039,VALOR CONSUMO ENERGIA,S,6,2010,100604,111067.68,0,318,661255390,CO-201006-TC-0003,FGCA,OSCALLAM,emcalipdn,11/06/2010 02:01:54 a.m.,-1,13/06/2010
65110,56414,6140,Energ�a Domiciliario,83079328,271313751,DB,1039,VALOR CONSUMO ENERGIA,S,7,2010,100704,122519.09,0,341,669773004,CO-201007-TC-0003,FGCA,OSCALLAM,emcalipdn,29/06/2010 07:18:55 p.m.,-1,08/07/2010
65110,56414,6140,Energ�a Domiciliario,85004795,278803614,DB,1039,VALOR CONSUMO ENERGIA,S,8,2010,100804,103437.47,0,287,683362108,CO-201008-TC-0003,FGCA,OSCALLAM,emcalipdn,03/08/2010 03:49:23 a.m.,-1,12/08/2010
65110,56414,6140,Energ�a Domiciliario,86066775,282946126,DB,1039,VALOR CONSUMO ENERGIA,S,9,2010,100904,103520.89,0,299,691759527,CO-201009-TC-0003,FGCA,OSCALLAM,emcalipdn,27/08/2010 06:49:11 p.m.,-1,08/09/2010
65110,56414,6140,Energ�a Domiciliario,88081274,290693491,DB,1039,VALOR CONSUMO ENERGIA,S,10,2010,101004,98163.43,0,318,697078527,CO-201010-TC-0003,FGCA,OSCALLAM,emcalipdn,28/09/2010 06:33:56 p.m.,-1,08/10/2010
65110,56414,6140,Energ�a Domiciliario,89122199,294598088,DB,1039,VALOR CONSUMO ENERGIA,S,11,2010,41110,112009.66,0,353,709040455,CO-201011-TC-0003,FGCA,PAULVEL1,emcalipdn,04/11/2010 09:10:41 p.m.,-1,05/11/2010
65110,56414,6140,Energ�a Domiciliario,90562743,300250455,DB,1039,VALOR CONSUMO ENERGIA,S,12,2010,41210,90605.69,0,261,713689263,CO-201012-TC-0003,FGCA,OSCALLAM,emcalipdn,02/12/2010 05:30:13 p.m.,-1,03/12/2010
65110,56414,6140,Energ�a Domiciliario,92089160,306395892,DB,1039,VALOR CONSUMO ENERGIA,S,1,2011,212612,94467.53,0,275,718631433,CO-201101-TC-0003,FGCA,OSCALLAM,emcalipdn,28/12/2010 03:09:46 p.m.,-1,06/01/2011
65110,56414,6140,Energ�a Domiciliario,93683266,312650317,DB,1039,VALOR CONSUMO ENERGIA,S,2,2011,212642,95004.7,0,280,725651108,CO-201102-TC-0003,FGCA,OSCALLAM,emcalipdn,31/01/2011 08:09:24 p.m.,-1,04/02/2011
65110,56414,6140,Energ�a Domiciliario,95060356,318302121,DB,1039,VALOR CONSUMO ENERGIA,S,3,2011,212725,94861.01,0,285,731345028,CO-201103-TC-0003,FGCA,OSCALLAM,emcalipdn,28/02/2011 07:53:18 p.m.,-1,08/03/2011
65110,56414,6140,Energ�a Domiciliario,96916252,325973810,DB,1039,VALOR CONSUMO ENERGIA,S,4,2011,212782,108595.85,0,328,740877172,CO-201104-TC-0003,FGCA,OSCALLAM,emcalipdn,30/03/2011 08:32:44 p.m.,-1,05/04/2011
65110,56414,6140,Energ�a Domiciliario,98467843,332374329,DB,1039,VALOR CONSUMO ENERGIA,S,5,2011,212816,111781.83,0,343,746934107,CO-201105-TC-0003,FGCA,OSCALLAM,emcalipdn,04/05/2011 08:22:33 p.m.,-1,09/05/2011
65110,56414,6140,Energ�a Domiciliario,99883549,338087736,DB,1039,VALOR CONSUMO ENERGIA,S,6,2011,212915,91992.17,0,294,753330328,CO-201106-TC-0003,FGCA,OSCALLAM,emcalipdn,01/06/2011 08:21:29 p.m.,-1,03/06/2011
65110,56414,6140,Energ�a Domiciliario,101336016,344110962,DB,1039,VALOR CONSUMO ENERGIA,S,7,2011,212950,103905.67,0,318,758649925,CO-201107-TC-0003,FGCA,OSCALLAM,emcalipdn,05/07/2011 08:04:01 p.m.,-1,07/07/2011
65110,56414,6140,Energ�a Domiciliario,102697216,349787634,DB,1039,VALOR CONSUMO ENERGIA,S,8,2011,213210,94124.73,0,279,764018193,CO-201108-TC-0003,FGCA,OSCALLAM,emcalipdn,02/08/2011 09:30:44 p.m.,-1,04/08/2011
65110,56414,6140,Energ�a Domiciliario,104289773,356491343,DB,1039,VALOR CONSUMO ENERGIA,S,9,2011,213243,97044.26,0,301,770195416,CO-201109-TC-0003,FGCA,OSCALLAM,emcalipdn,02/09/2011 07:05:02 p.m.,-1,06/09/2011
65110,56414,6140,Energ�a Domiciliario,105771800,362341323,DB,1039,VALOR CONSUMO ENERGIA,S,10,2011,213302,117034.87,0,289,775415040,CO-201110-TC-0003,FGCA,OSCALLAM,emcalipdn,03/10/2011 08:38:24 p.m.,-1,10/10/2011
65110,56414,6140,Energ�a Domiciliario,107331945,368728827,DB,1039,VALOR CONSUMO ENERGIA,S,11,2011,213336,102845.2,0,281,781514240,CO-201111-TC-0003,FGCA,OSCALLAM,emcalipdn,04/11/2011 07:47:41 p.m.,-1,10/11/2011
65110,56414,6140,Energ�a Domiciliario,108923469,375299114,DB,1039,VALOR CONSUMO ENERGIA,S,12,2011,213370,112469.92,0,344,787913066,CO-201112-TC-0003,FGCA,OSCALLAM,emcalipdn,02/12/2011 08:24:28 p.m.,-1,06/12/2011
65110,56414,6140,Energ�a Domiciliario,110129814,380170715,DB,1039,VALOR CONSUMO ENERGIA,S,1,2012,213405,118529.15,0,325,793698880,CO-201201-TC-0003,FGCA,OSCALLAM,emcalipdn,30/12/2011 03:38:23 p.m.,-1,04/01/2012
65110,56414,6140,Energ�a Domiciliario,112443908,389508194,DB,1039,VALOR CONSUMO ENERGIA,S,2,2012,213472,129827.71,0,349,800518623,CO-201202-TC-0003,FGCA,OSCALLAM,emcalipdn,06/02/2012 12:24:12 p.m.,-1,08/02/2012
65110,56414,6140,Energ�a Domiciliario,113420943,393425618,DB,1039,VALOR CONSUMO ENERGIA,S,3,2012,213880,130149.39,0,343,807032441,CO-201203-TC-0003,FGCA,OSCALLAM,emcalipdn,05/03/2012 08:51:24 p.m.,-1,08/03/2012
65110,56414,6140,Energ�a Domiciliario,115100765,400224415,DB,1039,VALOR CONSUMO ENERGIA,S,4,2012,213914,113769.09,0,336,812490335,CO-201204-TC-0003,FGCA,JUANHERO,emcalipdn,03/04/2012 09:21:19 p.m.,-1,04/04/2012
65110,56414,6140,Energ�a Domiciliario,116888034,407376695,DB,1039,VALOR CONSUMO ENERGIA,S,5,2012,213949,121343.64,0,369,818570117,CO-201205-TC-0003,FGCA,JUANHERO,emcalipdn,04/05/2012 07:39:52 p.m.,-1,08/05/2012
65110,56414,6140,Energ�a Domiciliario,117969355,411476716,DB,1039,VALOR CONSUMO ENERGIA,S,6,2012,213984,153536.4,0,385,824365300,CO-201206-TC-0003,FGCA,OSCALLAM,emcalipdn,04/06/2012 09:08:58 p.m.,-1,06/06/2012
65110,56414,6140,Energ�a Domiciliario,119374215,416399033,DB,1039,VALOR CONSUMO ENERGIA,S,7,2012,214040,153246.9,0,418,829952273,CO-201207-TC-0003,FGCA,JUANHERO,emcalipdn,04/07/2012 08:43:49 p.m.,-1,06/07/2012
65110,56414,6140,Energ�a Domiciliario,120881693,422135184,DB,1039,VALOR CONSUMO ENERGIA,S,8,2012,214078,113928.06,0,356,835268454,CO-201208-TC-0003,FGCA,HECTGOMT,emcalipdn,03/08/2012 12:06:03 a.m.,-1,03/08/2012
65110,56414,6140,Energ�a Domiciliario,122477604,427907647,DB,1039,VALOR CONSUMO ENERGIA,S,9,2012,214119,129209.33,0,360,841774105,CO-201209-TC-0003,FGCA,OSCALLAM,emcalipdn,03/09/2012 06:56:42 p.m.,-1,06/09/2012
65110,56414,6140,Energ�a Domiciliario,124540950,435059998,DB,1039,VALOR CONSUMO ENERGIA,S,10,2012,214246,147913.41,0,366,851975923,CO-201210-TC-0003,FGCA,OSCALLAM,emcalipdn,02/10/2012 08:10:19 p.m.,-1,04/10/2012
65110,56414,6140,Energ�a Domiciliario,125714339,439442419,DB,1039,VALOR CONSUMO ENERGIA,S,11,2012,214300,135364.1,0,371,861606073,CO-201211-TC-0003,FGCA,OSCALLAM,emcalipdn,01/11/2012 08:37:00 p.m.,-1,08/11/2012
65110,56414,6140,Energ�a Domiciliario,127230821,444959370,DB,1039,VALOR CONSUMO ENERGIA,S,12,2012,214342,114706.22,0,338,869363079,CO-201212-TC-0003,FGCA,OSCALLAM,emcalipdn,30/11/2012 07:23:44 p.m.,-1,05/12/2012
65110,56414,6140,Energ�a Domiciliario,128799442,450632964,DB,1039,VALOR CONSUMO ENERGIA,S,1,2013,214377,142662.82,0,379,880729813,CO-201301-TC-0003,FGCA,OSCALLAM,emcalipdn,04/01/2013 06:35:40 p.m.,-1,10/01/2013
65110,56414,6140,Energ�a Domiciliario,130317123,455966998,DB,1039,VALOR CONSUMO ENERGIA,S,2,2013,214412,122823.23,0,296,888719001,CO-201302-TC-0003,FGCA,OSCALLAM,emcalipdn,30/01/2013 06:14:58 p.m.,-1,05/02/2013
65110,56414,6140,Energ�a Domiciliario,131962861,461377744,DB,1039,VALOR CONSUMO ENERGIA,S,3,2013,214448,94813.95,0,247,894140718,CO-201303-TC-0003,FGCA,OSCALLAM,emcalipdn,28/02/2013 06:28:25 p.m.,-1,06/03/2013
65110,56414,6140,Energ�a Domiciliario,133680290,466946168,DB,1039,VALOR CONSUMO ENERGIA,S,4,2013,214484,91902.41,0,286,904332931,CO-201304-TC-0003,FGCA,OSCALLAM,emcalipdn,03/04/2013 06:27:38 p.m.,-1,08/04/2013
65110,56414,6140,Energ�a Domiciliario,135178093,471745210,DB,1039,VALOR CONSUMO ENERGIA,S,5,2013,214520,125511.35,0,335,911615438,CO-201305-TC-0003,FGCA,OSCALLAM,emcalipdn,30/04/2013 05:55:57 p.m.,-1,06/05/2013
65110,56414,6140,Energ�a Domiciliario,137184942,478190178,DB,1039,VALOR CONSUMO ENERGIA,S,6,2013,214580,121276.83,0,285,917638017,CO-201306-TC-0003,FGCA,OSCALLAM,emcalipdn,30/05/2013 06:58:19 p.m.,-1,06/06/2013
65110,56414,6140,Energ�a Domiciliario,138588351,482771923,DB,1039,VALOR CONSUMO ENERGIA,S,7,2013,214899,119961.84,0,309,925025234,CO-201307-TC-0003,FGCA,OSCALLAM,emcalipdn,03/07/2013 06:17:31 p.m.,-1,08/07/2013
65110,56414,6140,Energ�a Domiciliario,139913457,487086057,DB,1039,VALOR CONSUMO ENERGIA,S,8,2013,214938,86730.85,0,264,931353123,CO-201308-TC-0003,FGCA,OSCALLAM,emcalipdn,30/07/2013 04:12:12 p.m.,-1,02/08/2013
65110,56414,6140,Energ�a Domiciliario,141665575,492831411,DB,1039,VALOR CONSUMO ENERGIA,S,9,2013,214981,113198.5,0,302,937671393,CO-201309-TC-0003,FGCA,OSCALLAM,emcalipdn,03/09/2013 06:16:35 p.m.,-1,05/09/2013
65110,56414,6140,Energ�a Domiciliario,143194818,497609466,DB,1039,VALOR CONSUMO ENERGIA,S,10,2013,215028,132261.91,0,317,943450675,CO-201310-TC-0003,FGCA,OSCALLAM,emcalipdn,01/10/2013 06:36:28 p.m.,-1,04/10/2013
65110,56414,6140,Energ�a Domiciliario,144928298,503098973,DB,1039,VALOR CONSUMO ENERGIA,S,11,2013,215067,118548.49,0,317,953641451,CO-201311-TC-0003,FGCA,OSCALLAM,emcalipdn,30/10/2013 06:15:36 p.m.,-1,06/11/2013
65110,56414,6140,Energ�a Domiciliario,146622813,508225483,DB,1039,VALOR CONSUMO ENERGIA,S,12,2013,215110,95769.03,0,287,962871638,CO-201312-TC-0003,FGCA,JORGRICC,emcalipdn,28/11/2013 06:39:43 p.m.,-1,04/12/2013
65110,56414,6140,Energ�a Domiciliario,148563535,514123486,DB,1039,VALOR CONSUMO ENERGIA,S,1,2014,215299,98425.54,0,262,972111506,CO-201401-TC-0003,FGCA,OSCALLAM,emcalipdn,30/12/2013 02:52:43 p.m.,-1,08/01/2014
65110,56414,6140,Energ�a Domiciliario,149904401,518322844,DB,1039,VALOR CONSUMO ENERGIA,S,2,2014,215371,124131.6,0,328,981643458,CO-201402-TC-0003,FGCA,OSCALLAM,emcalipdn,28/01/2014 06:43:46 p.m.,-1,06/02/2014
65110,56414,6140,Energ�a Domiciliario,151369675,522637143,DB,1039,VALOR CONSUMO ENERGIA,S,3,2014,215437,102156.16,0,271,991652854,CO-201403-TC-0003,FGCA,OSCALLAM,emcalipdn,26/02/2014 06:44:32 p.m.,-1,05/03/2014
65110,56414,6140,Energ�a Domiciliario,153547080,529087041,DB,1039,VALOR CONSUMO ENERGIA,S,4,2014,215526,100387.44,0,268,1001070006,CO-201404-TC-0003,FGCA,JORGRICC,emcalipdn,28/03/2014 08:13:40 p.m.,-1,03/04/2014
65110,56414,6140,Energ�a Domiciliario,155007307,533502107,DB,1039,VALOR CONSUMO ENERGIA,S,5,2014,215587,127816.92,0,318,1008517763,CO-201405-TC-0003,FGCA,JORGRICC,emcalipdn,28/04/2014 06:52:46 p.m.,-1,06/05/2014
65110,56414,6140,Energ�a Domiciliario,156519309,538074745,DB,1039,VALOR CONSUMO ENERGIA,S,6,2014,215624,97589.34,0,254,1013731024,CO-201406-TC-0003,FGCA,JORGRICC,emcalipdn,27/05/2014 06:47:11 p.m.,-1,05/06/2014
65110,56414,6140,Energ�a Domiciliario,158294298,543354085,DB,1039,VALOR CONSUMO ENERGIA,S,7,2014,215661,110904.87,0,283,1020837836,CO-201407-TC-0003,FGCA,JORGRICC,emcalipdn,01/07/2014 06:39:24 p.m.,-1,04/07/2014
65110,56414,6140,Energ�a Domiciliario,159840228,548006314,DB,1039,VALOR CONSUMO ENERGIA,S,8,2014,215737,127120.5,0,318,1025410076,CO-201408-TC-0003,FGCA,JORGRICC,emcalipdn,25/07/2014 06:42:24 p.m.,-1,05/08/2014
65110,56414,6140,Energ�a Domiciliario,161763141,553455487,DB,1039,VALOR CONSUMO ENERGIA,S,9,2014,215775,125173.11,0,307,1031837159,CO-201409-TC-0003,FGCA,JORGRICC,emcalipdn,29/08/2014 06:21:33 p.m.,-1,04/09/2014
